orthogroup	accession	protein_id	sequence_id	observed_n_tmd	modal_n_tmd	matches_modal
orthogroup_1442	GCF_005671335.1	WP_276403786.1	orthogroup_1442|GCF_005671335.1|WP_276403786.1	6	6	1
orthogroup_1442	GCF_006094295.1	WP_000824039.1	orthogroup_1442|GCF_006094295.1|WP_000824039.1	6	6	1
orthogroup_1442	GCF_034478925.1	WP_009329862.1	orthogroup_1442|GCF_034478925.1|WP_009329862.1	6	6	1
orthogroup_1444	GCA_000015785.2	ABS75950.2	orthogroup_1444|GCA_000015785.2|ABS75950.2	12	12	1
orthogroup_1444	GCF_000009045.1	NP_391789.1	orthogroup_1444|GCF_000009045.1|NP_391789.1	12	12	1
orthogroup_1444	GCF_000011245.1	WP_011065527.1	orthogroup_1444|GCF_000011245.1|WP_011065527.1	12	12	1
orthogroup_1444	GCF_000017885.4	WP_012009772.1	orthogroup_1444|GCF_000017885.4|WP_012009772.1	12	12	1
orthogroup_1444	GCF_005671335.1	WP_053430641.1	orthogroup_1444|GCF_005671335.1|WP_053430641.1	12	12	1
orthogroup_1444	GCF_006094295.1	WP_000738812.1	orthogroup_1444|GCF_006094295.1|WP_000738812.1	12	12	1
orthogroup_1444	GCF_034478925.1	WP_003181282.1	orthogroup_1444|GCF_034478925.1|WP_003181282.1	12	12	1
orthogroup_1444	GCF_034479305.1	WP_094425830.1	orthogroup_1444|GCF_034479305.1|WP_094425830.1	12	12	1
orthogroup_1446	GCA_000015785.2	ABS76129.2	orthogroup_1446|GCA_000015785.2|ABS76129.2	10	10	1
orthogroup_1446	GCA_000025805.1	ADF42056.1	orthogroup_1446|GCA_000025805.1|ADF42056.1	10	10	1
orthogroup_1446	GCF_000009045.1	NP_391974.1	orthogroup_1446|GCF_000009045.1|NP_391974.1	10	10	1
orthogroup_1446	GCF_000011245.1	WP_011067881.1	orthogroup_1446|GCF_000011245.1|WP_011067881.1	10	10	1
orthogroup_1446	GCF_000017885.4	WP_081112347.1	orthogroup_1446|GCF_000017885.4|WP_081112347.1	10	10	1
orthogroup_1446	GCF_005671335.1	WP_010900177.1	orthogroup_1446|GCF_005671335.1|WP_010900177.1	10	10	1
orthogroup_1446	GCF_034478925.1	WP_003178030.1	orthogroup_1446|GCF_034478925.1|WP_003178030.1	10	10	1
orthogroup_1446	GCF_034479305.1	WP_094424417.1	orthogroup_1446|GCF_034479305.1|WP_094424417.1	10	10	1
orthogroup_1450	GCA_000025805.1	ADF37736.1	orthogroup_1450|GCA_000025805.1|ADF37736.1	10	10	1
orthogroup_1450	GCF_000009045.1	NP_388631.1	orthogroup_1450|GCF_000009045.1|NP_388631.1	10	10	1
orthogroup_1450	GCF_000009785.1	WP_011232371.1	orthogroup_1450|GCF_000009785.1|WP_011232371.1	10	10	1
orthogroup_1450	GCF_000017885.4	WP_012011722.1	orthogroup_1450|GCF_000017885.4|WP_012011722.1	10	10	1
orthogroup_1450	GCF_005671335.1	WP_010899432.1	orthogroup_1450|GCF_005671335.1|WP_010899432.1	10	10	1
orthogroup_1450	GCF_006094295.1	WP_002041831.1	orthogroup_1450|GCF_006094295.1|WP_002041831.1	10	10	1
orthogroup_1450	GCF_034478925.1	WP_003180345.1	orthogroup_1450|GCF_034478925.1|WP_003180345.1	10	10	1
orthogroup_1450	GCF_034479305.1	WP_094425512.1	orthogroup_1450|GCF_034479305.1|WP_094425512.1	10	10	1
orthogroup_1451	GCA_000025805.1	ADF37769.1	orthogroup_1451|GCA_000025805.1|ADF37769.1	13	13	1
orthogroup_1451	GCF_000009045.1	NP_391703.2	orthogroup_1451|GCF_000009045.1|NP_391703.2	13	13	1
orthogroup_1451	GCF_000009785.1	WP_011230429.1	orthogroup_1451|GCF_000009785.1|WP_011230429.1	13	13	1
orthogroup_1451	GCF_000011245.1	WP_011066833.1	orthogroup_1451|GCF_000011245.1|WP_011066833.1	13	13	1
orthogroup_1451	GCF_000017885.4	WP_012011684.1	orthogroup_1451|GCF_000017885.4|WP_012011684.1	13	13	1
orthogroup_1451	GCF_006094295.1	WP_001098240.1	orthogroup_1451|GCF_006094295.1|WP_001098240.1	13	13	1
orthogroup_1451	GCF_034478925.1	WP_003186218.1	orthogroup_1451|GCF_034478925.1|WP_003186218.1	13	13	1
orthogroup_1451	GCF_034479305.1	WP_094426673.1	orthogroup_1451|GCF_034479305.1|WP_094426673.1	13	13	1
orthogroup_1455	GCA_000025805.1	ADF41318.1	orthogroup_1455|GCA_000025805.1|ADF41318.1	7	7	1
orthogroup_1455	GCF_000009045.1	NP_390367.2	orthogroup_1455|GCF_000009045.1|NP_390367.2	7	7	1
orthogroup_1455	GCF_000009785.1	WP_014196348.1	orthogroup_1455|GCF_000009785.1|WP_014196348.1	7	7	1
orthogroup_1455	GCF_000011245.1	WP_011066320.1	orthogroup_1455|GCF_000011245.1|WP_011066320.1	8	7	0
orthogroup_1455	GCF_000017885.4	WP_012010577.1	orthogroup_1455|GCF_000017885.4|WP_012010577.1	7	7	1
orthogroup_1455	GCF_005671335.1	WP_053431490.1	orthogroup_1455|GCF_005671335.1|WP_053431490.1	7	7	1
orthogroup_1455	GCF_034478925.1	WP_009327891.1	orthogroup_1455|GCF_034478925.1|WP_009327891.1	7	7	1
orthogroup_1455	GCF_034479305.1	WP_094428462.1	orthogroup_1455|GCF_034479305.1|WP_094428462.1	7	7	1
